Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Image,Link,Alcohol/Vol,Made In,Varietal,By,Release Date,Lat,Lon,Savings,Sugar Content (g/L),Category Name,Varietal Name,Segment
 Boutari Agiorgitiko Nemea,16.4,14.4,4.5,2,  750 ml bottle ,"Clear ruby red colour; floral,  berry herbs, spice and red plum aromas; extra dry, medium body; ripe berry and plum flavours, balanced acidity and ripe tannins.",3,https://aem.lcbo.com/content/dam/lcbo/products/1/7/2/1/172148.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/boutari-agiorgitiko-nemea-172148,13.00%," Peloponnese,   Greece ",1,Boutari,0,37.357286,22.353978,2,2,Red Wine,Agiorgitiko(St.George),0
 THALIA Red  Cabernet Sauvignon - Agiorgitiko,12.95,11.95,5,1,  750 ml bottle ,"The Greek island of Crete, where this winery is located, traces back to a 4000-year-old history of winemaking. This red blend is made with Agiorgitiko, a grape variety indigenous to the island. The result is a medium-bodied wine with notes of red berries, ripe cherries, and earthy spice. Pair with hearty roasts.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/5/2/015285.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/thalia-syrah-kotsifali-15285,12.00%," Crete,   Greece ",2,Thalia,0,35.28008255,24.63884402,1,4,Red Wine,Agiorgitiko/Cabernet Sauvignon,0
 Paco & Lola Albari√±o,24.95,22.95,4.6,5,  750 ml bottle ,"This is a lively, zesty wine. Created by a co-operative of 428 growers that was formed in 2005, it displays fresh fig, cantelope, pineapple, with nutty and citrus notes. A good option as a sipper or for pairing with summer salads or seafood.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/5/0/0/350041.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/paco-lola-albari-o-350041,12.50%," Rias Baixas,   Spain ",3,Paco & Lola,"  April†1,†2021  ",42.3533841,-7.8778072,2,2,White Wine,Alvarinho,4
 Masi Costasera Amarone Classico DOC,55,51,4.8,12,  750 ml bottle ,"Deep purple ruby colour; rich, ripe, dark fruit aromas and flavours with hints of licorice, toast and chocolate; full-bodied and smooth with a firm, long finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/1/7/0/317057.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/masi-costasera-amarone-classico-doc-317057,15.00%," Veneto,   Italy ",4,Masi,0,45.6476663,11.8665254,4,8,Red Wine,Amarone,3
 Cesari Amarone Della Valpolicella Classico DOC,44,38,4,8,  750 ml bottle ,"Deep ruby colour; nuts, chocolate, licorice, raisins and spice aromas; dry, medium to full bodied; rich flavours of hazelnut chocolate, raisins and spice; long finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/2/6/7/426718.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/cesari-amarone-della-valpolicella-classico-doc-426718,15.00%," Veneto,   Italy ",4,Cesari,0,45.6476663,11.8665254,6,5,Red Wine,Amarone,3
 Montresor Amarone Della Valpolicella DOC,37.5,32.5,5,1,  750 ml bottle ,"Dark ruby-red colour; licorice, red fruit, dried figs and raisins and spicy aromas and flavours; dry, medium bodied, with balanced acidity, ripe tannins and good length.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/4/0/4/240416.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/montresor-amarone-della-valpolicella-doc-240416,15.00%," Veneto,   Italy ",4,Montresor,0,45.6476663,11.8665254,5,10,Red Wine,Amarone,0
 Trius Baco Noir VQA,17.95,15.95,4,2,  750 ml bottle ,"Situated on Niagara-on-the-Lake, Trius has been creating quality wines for decades. This wine is deep ruby, with lovely notes of plum, earthy beets, cherry, spice and a hint of new leather. It's full-bodied and smooth with a lengthy finish. Serve with saucy ribs or grated beets and goat cheese over Fettuccini Alfredo.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/7/4/017472.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/trius-baco-noir-vqa-17472,12.00%," Ontario,   Canada ",5,Trius,0,50.000678,-86.000977,2,12,Red Wine,Baco Noir,0
 Bersano Costalunga Barbera D'Asti DOCG,17,14,4.6,11,  750 ml bottle ,"Bright garnet hue; spice, smoke and plum notes are evident on the nose; light earthy, smoky, plummy fruit flavours with light leather notes and good acidity.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/4/8/6/348680.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bersano-costalunga-barbera-d-asti-docg-348680,14.00%," Piedmont,   Italy ",6,Bersano,0,46.067065,8.378351,3,3,Red Wine,Barbera,0
 Georges Duboeuf Beaujolais AOC,22,19,4.5,2,  750 ml bottle ,Dark ruby colour; young berry fruit & cherry aromas; soft fruit flavour; easy drinking style.,3,https://aem.lcbo.com/content/dam/lcbo/products/2/1/2/4/212480.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/georges-duboeuf-beaujolais-aoc-212480,13.00%," Burgundy,   France ",7,Georges Duboeuf,0,47.328037,5.041244,3,3,Red Wine,Beaujolais,0
 Pasqua Passimento Rosso IGT,15.95,12.95,4.7,7,  750 ml bottle ,"Deep ruby red colour; intense aromas of smoke, licorice, coffee and hints of vanilla and spices. Flavours of smoke, diried fruit and spices, with soft tannins to finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/1/4/1/9/141952.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/pasqua-passimento-rosso-igt-141952,14.00%," Veneto,   Italy ",8,Pasqua,0,45.6476663,11.8665254,3,11,Red Wine,Blend,0
 Peller Family Vineyards Cabernet Merlot,46.95,43.95,3.1,9,  4000 ml bagnbox ,"Cabernet franc, cabernet sauvignon and merlot are classic blending partners, creating well-balanced wines that have the freshness and structure for food pairing. Extra dry and medium bodied, offering aromas and flavours of black plum, chocolate, cedar, smoky oak and cassis. Serve with flank steak and grilled vegetables.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/8/9/0/589036.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/peller-family-vineyards-cabernet-merlot-589036,12.00%,  Canada ,8,Peller Family Vineyards,0,61.0666922,-107.991707,3,5,Red Wine,Blend,3
 Three Dog Winery Dog House Red VQA,15.95,14.75,5,3,  750 ml bottle ,"Deep red with balanced acidity and intense fruit flavours of spice, sweet plum, herbs and hints of fresh rye bread. Serve with anything you throw on the grill, from eggplant to steak, or even chicken wings and pizza.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/3/8/9/438937.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/three-dog-winery-dog-house-red-vqa-438937,13.00%," Ontario,   Canada ",8,Three Dog,0,50.000678,-86.000977,1.2,14,Red Wine,Blend,0
 Black Tower Rivaner,14,12,4.6,5,  750 ml bottle ,"Pale straw colour; floral, fragrant pear and peach aromas with citrus and spicy notes; medium sweet with floral fruit and balanced acidity.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/3/6/5/336503.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/black-tower-rivaner-336503,9.50%," Rheinhessen,   Germany ",8,Black Tower,0,49.9045181,8.2711082,2,29,White Wine,Blend,4
 Colio Dry White,41.95,39.95,5,1,  4000 ml bagnbox ,"Pale straw colour; delicate yeasty note with fig, pear and melon fruit on the nose; dry with soft acidity on the palate with a clean finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/3/0/6/0/306001.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/colio-dry-white-306001,12.00%,  Canada ,8,Colio,0,61.0666922,-107.991707,2,9,White Wine,Blend,3
 Red House Wine Co. Baco Cabernet Sauvignon VQA,14.95,12.95,5,5,  750 ml bottle ,"Medium deep ruby red colour; pungent aromas of prune, spice, vanilla and herbs with earthy, leafy, toasty notes; dry, medium bodied, with a sweet fruit center, moderate acidity, soft medium tannins and flavours of juicy, sweet plum fruit; hints of spice and vanilla on the finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/7/9/5/279521.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/red-house-wine-co-baco-cabernet-sauvignon-vqa-279521,13.00%," Ontario,   Canada ",8,House Wine Co. Wines,0,50.000678,-86.000977,2,16,Red Wine,Blend,0
 XOXO Pinot Grigio Chardonnay,20.95,18.95,4.6,5,  1500 ml bottle ,"XOXO wines are smooth, easy to enjoy and ideal for any occasion. Pinot Grigio and Chardonnay grapes make a perfect match, with delightful flavours of fragrant fresh pear, nuts, cantaloupe and vanilla. This fresh, stylish white is great on its own, or pairs wonderfully with seafood, salads and sushi.",7,https://aem.lcbo.com/content/dam/lcbo/products/1/3/2/5/132506.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/xoxo-pinot-grigio-chardonnay-132506,12.00%,  Canada ,8,XOXO,0,61.0666922,-107.991707,2,12,White Wine,Blend,4
 Sandbanks Shoreline Chardonnay Pinot Grigio VQA,14.95,12.95,5,1,  750 ml bottle ,"Sandbanks have been one of the leading wineries in Prince Edward County since 2003. A blend of unoaked chardonnay and pinot grigio that offers floral, pear, fig, melon and mango notes. Medium-bodied and extra dry with a finish that is delicate yet flavourful. Serve with seafood salad, Cajun cuisine or use in a Sangria.",7,https://aem.lcbo.com/content/dam/lcbo/products/1/7/7/4/177477.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/sandbanks-shoreline-chardonnay-pinot-grigio-vqa-177477,12.00%," Ontario,   Canada ",8,Sandbanks,0,50.000678,-86.000977,2,9,White Wine,Blend,4
 Peller Family Vineyards Dry White,43.95,41.95,0,0,  4000 ml bagnbox ,"Pale yellow straw; grapefruit, yellow melon and floral aromas; extra dry with soft round fruit flavours and light tropical fruit notes; easy drinking wine.",7,https://aem.lcbo.com/content/dam/lcbo/products/5/8/9/0/589051.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/peller-family-vineyards-dry-white-589051,12.00%,  Canada ,8,Peller Family Vineyards,0,61.0666922,-107.991707,2,12,White Wine,Blend,3
 EastDell Black Cab VQA,14.95,13.45,4,4,  750 ml bottle ,"Deep ruby red colour; lifted aromas of spice, dark fruit and smoke with green/leafy notes; extra dry, medium-plus bodied, soft and rounded, flavours of dark fruit and berries with herbal and earthy notes.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/0/9/8/609875.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/eastdell-black-cab-vqa-609875,12.50%," Ontario,   Canada ",8,EastDell Estates,0,50.000678,-86.000977,1.5,6,Red Wine,Blend,0
 De Chanceny Cremant De Loire Rose Brut,26.6,23.1,5,5,  750 ml bottle ,"Pale salmon colour with fine bubbles; lifted aromas of red fruit, plum, toast and raspberry/strawberry mix; extra dry, medium bodied, with zesty flavours of red plum, red berries and a hint of toast.",5,https://aem.lcbo.com/content/dam/lcbo/products/2/1/1/4/211466.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/de-chanceny-cremant-de-loire-rose-brut-211466,12.50%," Loire,   France ",9,De Chanceny,0,47.6150993,-0.9784603,3.5,9,RosÈ & Red Sparkling Wine,Cabernet Franc,0
 Vineland Estates Cabernet Franc VQA,15.95,13.95,4.3,4,  750 ml bottle ,"Deep ruby/purple colour; aromas of black fruit, spices, chocolate, dried herbs and plum; extra dry, medium-bodied, well structured with flavours of black berry and fruit, spice and dark chocolate; long, lively finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/9/4/1/594127.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/vineland-cabernet-franc-vqa-594127,12.00%," Ontario,   Canada ",9,Vineland Estates,0,50.000678,-86.000977,2,5,Red Wine,Cabernet Franc,0
 Pelee Island Lola Cabernet Franc Cabernet Sauvignon VQA,15.45,13.45,2.8,6,  750 ml bottle ,"In Ontario's southwestern edge, Pelee Island Winery enjoys plenty of sunshine during growing season. Expect vibrant aromas and flavours of cedar, dark berries and fruits, with mint, spicy and herbal notes. Medium-bodied and fruity with a dry finish, this is a great match for a charcuterie board with deli meats and cheeses.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/1/8/2/618223.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/pelee-island-lola-cabernet-franc-cabernet-sauvignon-vqa-618223,13.00%," Ontario,   Canada ",9,Lola,0,50.000678,-86.000977,2,6,Red Wine,Cabernet Franc,0
 Paul Mas Cabernet Sauvignon,14.95,12.95,0,0,  750 ml bottle ,"Paul Mas vineyards are in the Languedoc region in the south of France. Garnet red with ruby hints, this Cabernet Sauvignon has intense aromas of red fruit, cocoa, tobacco, mint and spicy vanilla. Full-bodied with ripe fruit mid-palate and notes of cocoa and smoky spice on the finish. Pair with grilled meats and charcuterie.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/3/0/7/030749.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/paul-mas-cabernet-sauvignon-30749,13.50%," Languedoc,   France ",10,0,0,47.218868,5.965036,2,5,Red Wine,Cabernet Sauvignon,0
 Bask Cabernet Sauvignon,13.45,12.45,3,6,  750 ml bottle ,"Low in sugar and high in flavour! Bask created this low-sugar wine to give you one less thing to worry about. Inviting aromas of blackcurrant, black cherry, toast and spice. Dry and full-bodied with subtle warming spices round out the finish. A perfect match for smoky grilled duck breast with peach BBQ sauce.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/7/027727.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bask-cabernet-sauvignon-27727,12.50%,  Canada ,10,0,0,61.0666922,-107.991707,1,3,Red Wine,Cabernet Sauvignon,0
 Yellow Tail Cabernet Sauvignon Whiskey Barrel Aged,14.95,11.95,4.4,5,  750 ml bottle ,"This-full-flavoured red spent time in Australian whiskey barrels, creating a wine with enhanced complexity. Expect aromas of plum, cherry, oak spice, and vanilla. The palate reveals subtle notes of malt and honey, with fine tannins on the long finish. Pair with rack of lamb or baked figs on crusty bread topped with Brie.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/1/3/021379.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/yellow-tail-cabernet-sauvignon-whiskey-barrel-aged-21379,14.50%,  Australia ,10,Yellow Tail,0,-24.7761086,134.755,3,10,Red Wine,Cabernet Sauvignon,0
 Jacob's Creek Double Barrel Cabernet Sauvignon,21,18,5,1,  750 ml bottle ,"A legend in South Eastern Australia, Jacob's Creek Double Barrel Cabernet Sauvignon offers a unique flavour profile from the oak barrel ageing and finishing in the used whisky barrels. Expect cassis, mint, caramel, oak and olive notes. It's full-bodied and smooth with silky tannins on the long finish. Try with rack of lamb.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/2/1/022197.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jacob-s-creek-double-barrel-cabernet-sauvignon-22197,14.00%," South Australia,   Australia ",10,Jacob's Creek,0,-30.5343665,135.6301212,3,7,Red Wine,Cabernet Sauvignon,0
 Francis Coppola Diamond Collection Ivory Label Cabernet Sauvignon,24.95,22.95,4.8,8,  750 ml bottle ,"Classically styled Cali Cab featuring cedar, prune, licorice, herbs and oak toast. It's dry and fruity, with supporting tannins and supple acidity. A crowd-pleasing wine. Try it with grilled stuffed peppers or alongside gourmet burgers with caramelized onions.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/2/1/0/521021.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/francis-coppola-diamond-collection-ivory-label-cabernet-sauvignon-521021,14.50%," California,   United States ",10,Francis Coppola,"  April†1,†2022  ",36.7014631,-118.755997,2,5,Red Wine,Cabernet Sauvignon,0
 Bread & Butter Cabernet Sauvignon,19.95,17.95,4.2,49,  750 ml bottle ,"California has a world-class reputation for great cabernet sauvignon, and this rich example shows why. It brims with aromas of toast, nuts, dark fruit and chocolate that lead to flavours of ripe dark fruit and chocolate-covered plums and ends in a smooth finish with a hint of spice. Enjoy with grilled steak or on its own.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/4/7/6/647644.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bread-butter-cabernet-sauvignon-647644,13.50%," California,   United States ",10,Bread & Butter,0,36.7014631,-118.755997,2,8,Red Wine,Cabernet Sauvignon,0
 Beringer Founders' Estate Cabernet Sauvignon,18,16,4,8,  750 ml bottle ,"Made with fruit grown in Lodi and the California Delta, where the climate is ideal for ripening cabernet sauvignon. Extra dry and medium-bodied with supple texture and forward dark fruit, spice and chocolate flavours. The finish is long, with notes of vanilla, smoky oak and herbs. Pair with lamb sausages on spiced couscous.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/3/4/2/534263.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/beringer-founders-estate-cabernet-sauvignon-534263,13.80%," California,   United States ",10,Beringer,0,36.7014631,-118.755997,2,6,Red Wine,Cabernet Sauvignon,0
 Wente Southern Hills Cabernet Sauvignon,21.2,18.2,4.8,4,  750 ml bottle ,Medium ruby purple colour; extra dry and medium to full-bodied with upfront ripe berry fruit and hints of vanilla; medium tannins; long finish.,3,https://aem.lcbo.com/content/dam/lcbo/products/3/0/1/5/301507.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/wente-southern-hills-cabernet-sauvignon-301507,13.50%,  United States ,10,Wente,0,39.7837304,-100.445882,3,6,Red Wine,Cabernet Sauvignon,0
 Barramundi Cabernet Sauvignon,14,12.5,5,2,  750 ml bottle ,"The Barramundi winery captures the fun-loving, friendly and adventurous spirit of Australia. Pouring deep ruby, this wine invites with notes of raspberry jam, mint and a hint of green olive. The palate is complex with spicy and floral flavours, vanilla and silky soft tannins. Pair this with a Roasted lamb shank.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/5/8/025839.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/barramundi-cabernet-sauvignon-25839,14.00%," Victoria,   Australia ",10,0,0,-21.2309116,148.9741517,1.5,6,Red Wine,Cabernet Sauvignon,0
 Angove Organic Cabernet Sauvignon,16.05,13.05,4.3,4,  750 ml bottle ,"Brilliant ruby in colour with a pronounced nose of oak toast, cedar, prune, chocolate and light herbal character. The palate is medium-bodied, extra dry, with soft to medium acidity and noticeable tannins; expect concentrated toast and prune character, chocolate, and a medium length herbaceous finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/6/4/7/464743.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/angove-organic-cabernet-sauvignon-464743,14.00%," South Australia,   Australia ",10,Angove,0,-30.5343665,135.6301212,3,6,Red Wine,Cabernet Sauvignon,0
 19 Crimes Cabernet Sauvignon,19.95,17.95,3.8,6,  750 ml bottle ,"Inky purple with upfront aromas of cassis, licorice, herbs and vanilla; the palate is medium to full and dry with balanced acidity and soft tannins. Look for big fruity flavours of cassis and vanilla followed by a lengthy, spicy finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/6/1/5/461525.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/19-crimes-cabernet-sauvignon-461525,14.50%," South Australia,   Australia ",10,19 Crimes,0,-30.5343665,135.6301212,2,4,Red Wine,Cabernet Sauvignon,0
 Misterio Cabernet Sauvignon,12,10.5,4.3,3,  750 ml bottle ,"Deep ruby red colour with an intense nose of plum, coffee, rye bread, cedar and wild honey; extra dry, medium bodied; ripe fruit flavour with silky tannins in a long finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/1/6/3/9/163949.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/misterio-cabernet-sauvignon-163949,13.50%,  Argentina ,10,Misterio,0,-34.9964963,-64.9672817,1.5,4,Red Wine,Cabernet Sauvignon,0
 Santa Carolina Reserva de Familia Cabernet Sauvignon,23.95,20.95,4.8,8,  750 ml bottle ,"Founder Luis Pereyra Cotapos longed to produce Bordeaux-style wines in Chile. Since 1875, this dream has been a driving force behind Santa Carolina's success. This Cab has rich notes of cedar, chocolate and cassis with black plum and nutty accents.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/0/8/6/408658.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/santa-carolina-reserva-de-familia-cabernet-sauvignon-408658,14.50%," Maipo Valley,   Chile ",10,Santa Carolina,"  April†1,†2021  ",-33.808841,-70.738078,3,3,Red Wine,Cabernet Sauvignon,0
 Jackson-Triggs Cabernet Sauvignon,20.95,18.95,4.2,13,  1500 ml bottle ,Light to medium ruby garnet colour; dry and medium bodied with lively crisp cassis berry character and very light tannins.,3,https://aem.lcbo.com/content/dam/lcbo/products/3/3/1/0/331025.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jackson-triggs-cabernet-sauvignon-331025,12.50%,  Canada ,10,Jackson-Triggs,0,61.0666922,-107.991707,2,8,Red Wine,Cabernet Sauvignon,0
 Big Bill Cabernet Sauvignon,15.05,13.05,4,1,  750 ml bottle ,"Named for the larger than life first manager of KWV, Bill Millar. The color a rich and opaque ruby; on the nose look for aromas of prune, cedar, chocolate and spice. The palate is medium-plus bodied and extra dry with supportive tannins and acid balancing big dark fruit character followed by a lightly spiced, medium finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/5/7/1/457119.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/big-bill-cabernet-sauvignon-457119,14.00%," Western Cape,   South Africa ",10,Big Bill,0,-33.546977,20.72753,2,5,Red Wine,Cabernet Sauvignon,0
 Argento Estate Bottled Cabernet Sauvignon,14,12,5,1,  750 ml bottle ,"Medium violet/ruby colour; coffee, toast, nuts, black plum and cedar on the nose; dry, medium-full-bodied with a ripe fruit center, supple tannins and good length on the finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/8/9/5/589523.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/argento-estate-cabernet-sauvignon-589523,14.00%,  Argentina ,10,Argento,0,-34.9964963,-64.9672817,2,6,Red Wine,Cabernet Sauvignon,0
 St. Sup√©ry Estate Bottled Cabernet Sauvignon 2019,72.95,67.95,0,0,  750 ml bottle ,"Aromas of blackcurrants, blackberries, roasted walnuts, vanilla and licorice with some earthy character. Fresh and juicy on the palate with a full body and polished tannins. Long finish with an array of ripe-berry flavors. Drink or hold [into early 2030s]. Score - 92. (jamessuckling.com, March 3, 2022)",3,https://aem.lcbo.com/content/dam/lcbo/products/4/2/3/8/423822.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/st-sup-cry-estate-bottled-cabernet-sauvignon-2016-423822,14.30%," California,   United States ",10,St. Sup√©ry,"  April†15,†2023  ",36.7014631,-118.755997,5,4,Red Wine,Cabernet Sauvignon,3
 Joel Gott 815 Cabernet Sauvignon,25.95,22.95,4.2,10,  750 ml bottle ,"The grapes for this cross-California Cabernet are sourced from prime sites in places such as Napa, Lake County, Monterey, Lodi, Paso Robles, Santa Ynez and Sonoma. Ripe and velvety with an alluring chocolate, smoky oak and prune fruit with herbal and cedar notes. A brilliant option for lamb burgers, slow-cooked red meats or a charcuterie platter.",3,https://aem.lcbo.com/content/dam/lcbo/products/4/4/4/0/444059.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/joel-gott-815-cabernet-sauvignon-444059,13.90%," California,   United States ",10,Joel Gott,"  April†1,†2021  ",36.7014631,-118.755997,3,4,Red Wine,Cabernet Sauvignon,0
 Domaine Hatzimichalis Cabernet Sauvignon,20.9,18.9,4.8,4,  750 ml bottle ,"Deep ruby; lifted aromas of smoke, cassis, earth and leather; extra dry, medium to full-bodied, flavours of cassis, toasty oak, earth and spice notes on the finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/3/8/0/538074.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/domaine-hatzimichalis-cabernet-sauvignon-538074,13.50%,  Greece ,10,Domaine Hatzimichalis,0,38.9953683,21.9877132,2,3,Red Wine,Cabernet Sauvignon,0
 Joliesse Cabernet Sauvignon,17.95,15.95,4.3,4,  750 ml bottle ,"A great value in California Cabernet (or any Cabernet, for that matter). There's notable attention here to crafting a wine with good balance and ripeness. Look for dark fruit, cherry, toast, an underlying sweet vanilla, and present but smooth, creamy tannins. This will be great with ribs or lamb burgers.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/5/016564.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/joliesse-cabernet-sauvignon-16564,13.50%," California,   United States ",10,Joliesse,0,36.7014631,-118.755997,2,7,Red Wine,Cabernet Sauvignon,0
 Franzia Cabernet Sauvignon,39.8,36.8,4,2,  3000 ml bagnbox ,"California's Franzia has mastered wine packaging and the 'positive flow' of wine: no oxygen can enter, which preserves freshness. Savour this full-bodied wine for up to six weeks! Enticing aromas of red fruit, jam and vanilla, backed by balanced tannins and a dry finish. Enjoy with burgers served with coleslaw and beans.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/3/027386.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/franzia-cabernet-sauvignon-27386,12.50%," California,   United States ",10,0,0,36.7014631,-118.755997,3,9,Red Wine,Cabernet Sauvignon,3
 Ringbolt Cabernet Sauvignon,24.95,22.95,4.5,4,  750 ml bottle ,"The Ringbolt was a ship that sank during the 1800s off the rugged Australian coast near Margaret River, now a premium wine region. This elegant Cabernet goes down beautifully! Serve with oven-roasted top sirloin, grilled sausages or hearty lamb stew.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/0/6/6/606624.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/ringbolt-cabernet-sauvignon-606624,14.00%," Western Australia,   Australia ",10,Vintages Essentials,"  April†1,†2021  ",-25.2303005,121.0187246,2,2,Red Wine,Cabernet Sauvignon,0
 Victoria Park Cabernet Sauvignon,15,13,4.3,4,  750 ml bottle ,"This deeply-coloured wine hails from South Australia, and takes its name from a park honouring Princess Victoria, before she became Queen. Expect the fruit character of warm climate cabernet sauvignon; prune and floral aromas and flavours, with notes of smoke, mint and black olive. Pair with grilled burgers or ribs.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/1/9/011939.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/victoria-park-cabernet-sauvignon-11939,13.50%," South Australia,   Australia ",10,Victoria Park,0,-30.5343665,135.6301212,2,2,Red Wine,Cabernet Sauvignon,0
 Bonanza California Cabernet Sauvignon,27.95,24.95,4.5,4,  750 ml bottle ,"This is a multi-vintage blend from Chuck Wagner, who is the mastermind behind the iconic Caymus Special Selection. Ripe, almost sweet fruit, spice, cassis, smoke and chocolate make this take on California as rewarding as it is unique. Pair with ribs in a spicy sauce.",3,https://aem.lcbo.com/content/dam/lcbo/products/6/6/0/2/660241.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bonanza-lot-3-california-cabernet-sauvignon-660241,13.80%," California,   United States ",10,Bonanza,"  April†1,†2022  ",36.7014631,-118.755997,3,8,Red Wine,Cabernet Sauvignon,0
 Caliterra Cabernet Sauvignon,11.95,10.95,5,6,  750 ml bottle ,"Ruby red colour; lifted chocolate, herbs, smoke and prune aromas; medium to full-bodied with chocolate, smoke and prune flavours; well-balanced with a medium finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/2/5/7/3/257329.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/caliterra-cabernet-sauvignon-257329,13.50%,  Chile ,10,Caliterra,0,-31.7613365,-71.3187697,1,3,Red Wine,Cabernet Sauvignon,0
 Henry Of Pelham Cabernet Merlot VQA,16.95,14.95,5,3,  750 ml bottle ,"Deep ruby/purple colour; berries, vanilla, toast, cedar and bell pepper aromas and flavours; dry, medium-bodied, well balanced with a rounded, generous palate with a rich texture and long finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/5/0/4/2/504241.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/henry-of-pelham-cabernet-merlot-vqa-504241,13.00%," Ontario,   Canada ",11,Henry of Pelham,0,50.000678,-86.000977,2,10,Red Wine,Cabernet/Merlot,0
